,NU_ANO_CENSO,CO_UF,CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_DDD,NU_TELEFONE,NU_TELEFONE_PUBLICO,NU_FAX,new_latitude,new_longitude,latitude,longitude,email,url_website,abr_nome,Lat,Long,Detalhamento,,,,,,,,,,,,
167969,2018,43,4314902,5101 EEI BEM-ME-QUER,43185223,R DR JULIO TEIXEIRA,201,-,VILA NOVA,91751290,51,30227195,-,98646210,-30.1310985,-51.215217700000004,-30.1310985,-51.215217700000004,ju.neli.martins@gmail.com                         ,                                                                                                    ,5101 BEM ME QUER              ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167970,2018,43,4314902,5203 EEI AMIGO GERMANO,43185231,R SANTANA,1225,-,FARROUPILHA,90040372,51,32333392,-,32234655,-30.0485517,-51.2075464,-30.0485517,-51.2075464,escola.amigo.germano@gmail.com                    ,                                                                                                    ,5203 AMIGO GERMANO            ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167971,2018,43,4314902,5100 IEI ISABEL VIEIRA,43185240,RUA NOVA IPANEMA,34,-,HIPICA,91755200,51,-,-,98453375,-30.1532525,-51.2013379,-30.1532525,-51.2013379,iceivi@bol.com.br                                 ,                                                                                                    ,5100 TIA ISABEL               ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167972,2018,43,4314902,5097 EEI PASSO A PASSO,43185258,RUA MORRO ALTO,485,-,ABERTA DOS MORROS,91751650,51,985296676,-,-,-30.1366918,-51.2110045,-30.1366918,-51.2110045,GISASKRIESE@GMAIL.COM                             ,                                                                                                    ,5097 PASSO A PASSO            ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167973,2018,43,4314902,5019 IEI VOVO CAZEMIRO,43185266,R CRUZEIRO DO SUL,702,-,SANTA TEREZA,90840000,51,32666200,-,32666200,-30.0844793,-51.23015289999999,-30.0844793,-51.23015289999999,tgutterres@acm-rs.com.br                          ,                                                                                                    ,5019 VOVÃ CAZEMIRO            ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167974,2018,43,4314902,5035 EEI NOSSA SENHORA APARECIDA VILA PINTO,43185274,R J VILA FATIMA-PINTO,220,-,BOM JESUS,91420120,51,30267499,-,30267499,-30.050119300000002,-51.1544744,-30.050119300000002,-51.1544744,crechensaparecida@terra.com.br                    ,                                                                                                    ,5035 NOSSA SENHORA APARECIDA  ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167975,2018,43,4314902,5072 IEI AMAVTRON,43185282,R CAIXA ECONOMICA,633,-,SANTA TEREZA,90840610,51,32333150,32320253,84329265,-30.074548699999998,-51.2222956,-30.074548699999998,-51.2222956,amavtron@hotmail.com                              ,                                                                                                    ,5072 AMAVTRON                 ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167976,2018,43,4314902,5182 EEI CRECHE NAVEGANTES,43185290,AV POLONIA,625,-,SAO GERALDO,90230110,51,33422324,84399008,33422324,-30.008829300000002,-51.2025341,-30.008829300000002,-51.2025341,leniraleites40@gmail.com                          ,                                                                                                    ,5182 CRECHE NAVEGANTES        ,-30.0103538,-51.1974937,Avenida Polônia, São Geraldo, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90240-541, Brasil,,,
167977,2018,43,4314902,5003 EEI ESTRELINHA DO CEU,43185304,R ULYSSES DE ALENCASTRO BRANDAO,205,-,SARANDI,91140400,51,33645165,-,-,-29.989611100000005,-51.1196226,-29.989611100000005,-51.1196226,creche.estrelinha@hotmail.com                     ,                                                                                                    ,5003 ESTRELINHA DO CÃU        ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167978,2018,43,4314902,5053 IEI BALAO MAGICO,43185312,R RIO NEGRO - LOMBA DO PINHEIRO,59,-,LOMBA PINHEIRO,91570330,51,33360254,-,-,-30.1186663,-51.510962297,-30.1186663,-51.510962297,balaomagicocreche@gmail.com                       ,                                                                                                    ,5053 BALÃO MÃGICO             ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167979,2018,43,4314902,5027 IEI GIRASSOL,43185320,R WOLFRAM METZLER,567,-,RUBEM BERTA,91250320,51,33660296,-,33660296,-30.024536699999995,-51.1031299,-30.024536699999995,-51.1031299,clubedemaesrubemberta2@yahoo.com.br               ,                                                                                                    ,5027 GIRASSOL                 ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167980,2018,43,4314902,5098 EEI MENINO JESUS,43185347,R PAULO MACIEL,89,-,VILA NOVA,91751350,51,32468372,-,-,-30.1293154,-51.2146216,-30.1293154,-51.2146216,escmeninojesus89@gmail.com                        ,                                                                                                    ,5098 MENINO JESUS             ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167981,2018,43,4314902,5037 IEI AELCA,43185355,R GEN SALVADOR PINHEIRO,799,-,VILA JARDIM,91320240,51,33346222,-,33340822,-30.0373761,-51.1505003,-30.0373761,-51.1505003,aelca@uol.com.br                                  ,                                                                                                    ,5037 AELCA                    ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167982,2018,43,4314902,5021 EEI GALPAOZINHO,43185363,R DONA BECA,120,COND PORTO NOVO,RUBEM BERTA,91150000,51,33741768,-,-,-30.0002273,-51.1072645,-30.0002273,-51.1072645,crechegalpaozinho@gmail.com                       ,                                                                                                    ,5021 GALPAOZINHO              ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167983,2018,43,4314902,5030 EEI TRES CORACOES,43185371,R DEZESSEIS VILA MATO SAMPAIO,623,-,BOM JESUS,91420620,51,33873108,92430782,33512475,-30.047757,-51.1623576,-30.047757,-51.1623576,creche3coracoes@gmail.com                         ,                                                                                                    ,5030.TRÃS CORAÃÃES            ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167984,2018,43,4314902,5007 IEI EUGENIA CONTE,43185398,RUA K,120,VILA NOVA SANTA ROSA,RUBEM BERTA,91160170,51,33673267,-,33673267,-29.9943402,-51.1057893,-29.9943402,-51.1057893,CIEC.SECRETARIA@GMAIL.COM                         ,                                                                                                    ,5007 EUGENIA CONTE            ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167985,2018,43,4314902,EMEI MAMAE CORUJA,43185401,AV BENTO GONCALVES,642,-,AZENHA,90650000,51,32310488,-,32310488,-30.0519,-51.2066,-30.0519,-51.2066,mamaecoruja@smed.prefpoa.com.br                   ,http://websmed.portoalegre.rs.gov.br/escolas/mamaecoruja/                                           ,MAMÃE CORUJA                  ,-30.0502556,-51.2128435,Avenida Bento Gonçalves, Vila Cabo Rocha, Azenha, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90160-001, Brasil,,
167986,2018,43,4314902,5013 IEI SANTA LUIZA,43185410,R IRMA MARIA JOSE TREVISAN,30,-,FARRAPOS,90250430,51,33744986,-,33748250,-29.980178499999997,-51.194460600000006,-29.980178499999997,-51.194460600000006,obrasocialsluiza@gmail.com                        ,                                                                                                    ,5013 SANTA LUIZA              ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167987,2018,43,4314902,5061 IEI VO BELINHA,43185436,R MIGUEL OLVICTO DOS SANTOS,71,VILA MAPA,LOMBA PINHEIRO,91550280,51,33521742,33521742,-,-30.0972645,-51.136052,-30.0972645,-51.136052,                                                  ,                                                                                                    ,5061 VÃ BELINHA               ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167988,2018,43,4314902,5089 EEI VO MARIA,43185444,VILA ORFANOTROFIO II,54,BECO 14,NONOAI,90840440,51,32660181,-,-,-30.0865126,-51.227363700000005,-30.0865126,-51.227363700000005,crechevomaria@gmail.com                           ,                                                                                                    ,5089 VÃ MARIA                 ,-30.08621995,-51.2251746228927,Vila Orfanotrófio II, Nonoai, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, Brasil,,,,
167989,2018,43,4314902,5093 EEI RECANTO DA CRIANCA FELIZ,43185452,R DEPUTADO CUNHA BUENO,21,-,VILA NOVA,91751270,51,32633706,-,-,-30.1292391,-51.2168936,-30.1292391,-51.2168936,cassiapeixoto2407@hotmail.com                     ,                                                                                                    ,5093 RECANTO DA CRIANCA FELIZ ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167990,2018,43,4314902,5063 IEI NOSSA SENHORA APARECIDA -VILA PINHAL,43185479,R ABACATEIRO,195,PARADA 14,LOMBA PINHEIRO,91560480,51,33194651,-,99544961,-30.1203592,-51.1066651,-30.1203592,-51.1066651,escolapinhal@hotmail.com                          ,                                                                                                    ,5063 NÂª S APARECIDA VILA PINHA,Não encontrado,Não encontrado,,,,,,,,,,,,,
167991,2018,43,4314902,5004 EEI ESTRELINHA DO AMANHA,43185495,AV DONARIO BRAGA,159,-,RUBEM BERTA,91160360,51,33340223,-,-,-29.99812,-51.0998618,-29.99812,-51.0998618,rosemarycentena@hotmail.com                       ,                                                                                                    ,5004 ESTRELINHA DO AMANHÃ     ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167992,2018,43,4314902,5042 IEI PIU PIU,43185517,R JACINTO GOMES,683,PREDIO 92 - FUNDOS,SANTANA,90040270,51,30296737,-,-,-30.0439076,-51.2091099,-30.0439076,-51.2091099,CRECHEVILAPLANETARIO@GMAIL.COM                    ,                                                                                                    ,5042 PIU PIU                  ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167993,2018,43,4314902,5017 EEI NEGRINHO DO PASTOREIO,43185525,R WOLFRAM METZLER,21,-,RUBEM BERTA,91250320,51,33665808,-,98541219,-30.0230287,-51.1066541,-30.0230287,-51.1066541,escolanegrinhopastoreio@gmail.com                 ,                                                                                                    ,5017 NEGRINHO DO PASTOREIO    ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167994,2018,43,4314902,5108 EEI PADRE PEDRO LEONARDI I,43185533,ESTR BARRO VERMELHO,542,-,RESTINGA,91790100,51,32505008,-,-,-30.1628744,-51.1454685,-30.1628744,-51.1454685,padrepedroleonardi@yahoo.com.br                   ,                                                                                                    ,5108 PADRE PEDRO LEONARDI I   ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167995,2018,43,4314902,5020 EEI MADRE TERESA,43185541,R WOLFRAM METZLER,605,-,RUBEM BERTA,91250320,51,33663177,-,-,-30.0245675,-51.1034946,-30.0245675,-51.1034946,iemadreteresa@gmail.com                           ,                                                                                                    ,5020 MADRE TERESA             ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167996,2018,43,4314902,5026 IEI CRIANCA ESPERANCA,43185568,R JOAO BRAVO DE ALMEIDA,101,-,SARANDI,91180035,51,33484428,-,33484428,-30.0084627,-51.1237528,-30.0084627,-51.1237528,associacao.instituicao@gmail.com                  ,                                                                                                    ,5026 CRIANÃA ESPERANÃA        ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167997,2018,43,4314902,5107 EEI ARCO IRIS I,43185584,R TOBAGO,1258,-,RESTINGA,91790530,51,32610170,-,-,-30.155905999999998,-51.1372846,-30.155905999999998,-51.1372846,acobreve@gmail.com                                ,                                                                                                    ,5107 ARCO IRIS I              ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167998,2018,43,4314902,5059 EEI ACOMUR,43185592,R VIDAL DE NEGREIROS,996,-,SAO JOSE,91520480,51,33183231,-,-,-30.070386699999997,-51.1671969,-30.070386699999997,-51.1671969,acomur@hotmail.com                                ,                                                                                                    ,5059 ACOMUR                   ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167999,2018,43,4314902,5056 EEI PAINEIRAS,43185606,LG PAINEIRAS,477,VILA JOAO PESSOA,VL JOAO PESSOA,91510070,51,33529074,-,-,-30.0713849,-51.1747845,-30.0713849,-51.1747845,crechepaineira@gmail.com                          ,                                                                                                    ,5056 PAINEIRAS                ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168000,2018,43,4314902,5062 IEI ESTRELA MAGICA,43185614,R SANTA CATARINA ESTR JOAO DE O REMIAO,30,PARADA 15,LOMBA PINHEIRO,91560000,51,33520881,-,-,-30.121969699999998,-51.10858220000001,-30.121969699999998,-51.10858220000001,crecheestrelamagica@hotmail.com                   ,                                                                                                    ,5062 ESTRELA MÃGICA           ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168001,2018,43,4314902,5223 IEI SANTA TERESINHA,43185622,AV VENANCIO AIRES,1030,-,FARROUPILHA,90040192,51,33311289,-,30611289,-30.0376285,-51.210491600000005,-30.0376285,-51.210491600000005,instituicaosantaterezinha@hotmail.com             ,                                                                                                    ,5223 SANTA TERESINHA          ,-30.037693,-51.2107353,Iei Santa Teresinha,1030, Avenida Venâncio Aires, Farroupilha, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90040-194, Brasil,
168002,2018,43,4314902,5058 EEI TOPO GIGIO,43185649,R SAO JOSE VILA SAO JOSE COMUNITARIA,29,-,SAO JOSE,91520470,51,33158057,-,33181580,-30.077269800000003,-51.1638843,-30.077269800000003,-51.1638843,escolatopogigio@gmail.com                         ,                                                                                                    ,5058 TOPO GIGIO               ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168003,2018,43,4314902,COLEGIO UNIFICADO,43186700,AVENIDA ALBERTO BINS,467,-,CENTRO HISTORICO,90030142,51,32953838,-,-,-30.02836065,-51.2220170592695,,,,,,-30.02836065,-51.2220170592695,Colégio Unificado,467, Avenida Alberto Bins, Independência, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90030-142, Brasil,
168004,2018,43,4314902,5066 EEI MEU NENE,43187137,R ERNESTO LISCANO,195,VILA ESMERALDA,AGRONOMIA,91540310,51,33193144,-,-,-30.088200699999998,-51.1266516,-30.088200699999998,-51.1266516,cristiane-fogassafonseca@hotmail.com              ,                                                                                                    ,5066 MEU NENE                 ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168005,2018,43,4314902,FILHOTINHO CENTRO DE EDUCACAO INFANTIL LTDA,43187358,RUA OSMINDO JULIO KUHN,220,-,RUBEM BERTA,91180730,51,33663890,-,33663890,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
168006,2018,43,4314902,5064 EEI RECREIO DA DIVISA,43187382,ESTR JOAO DE OLIVEIRA REMIAO,6269,PARADA 15,LOMBA PINHEIRO,91787750,51,33177469,-,-,-30.123790500000002,-51.1079968,-30.123790500000002,-51.1079968,recreiodadivisa@gmail.com                         ,                                                                                                    ,5064.RECREIO DA DIVISA        ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168007,2018,43,4314902,YK-ESPACO INFANTIL LTDA,43187390,RUA DOUTOR PRUDENTE DE MORAES,431,-,CHACARA DAS PEDRAS,91330170,51,33284644,-,33284644,-30.0299582,-51.1649542,,,,,,-30.0299582,-51.1649542,Rua Doutor Prudente de Moraes, Chácara das Pedras, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91330-050, Brasil,,,
168008,2018,43,4314902,CRECHE RECANTO DA CRIANCA,43187412,RUA COSTA RICA,228,228/238/248,JARDIM LINDOIA,91050210,51,32092008,-,32093510,-30.007718,-51.150406,,,,,,-30.007718,-51.150406,Rua Costa Rica, Jardim Lindóia, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91050-340, Brasil,,,
168009,2018,43,4314902,EEI BISPO ISAAC RODRIGUES ACO -CACIM,43187455,AVENIDA PROTASIO ALVES,-,-,PETROPOLIS,91310002,51,33343224,-,33343224,-30.0384578,-51.1747555,,,,,,-30.0384578,-51.1747555,Avenida Protásio Alves, Petrópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91330-180, Brasil,,,
168010,2018,43,4314902,5034 IEI ALAN BOM JESUS,43187471,R PANAMA,324,-,BOM JESUS,91420200,51,33348727,-,33386106,-30.0456783,-51.1578594,-30.0456783,-51.1578594,ong.ligadeamparo@hotmail.com                      ,                                                                                                    ,5034 ALAN                     ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168011,2018,43,4314902,EEI FAVINHO DE MEL,43187510,AVENIDA LA PAZ,68 E 80,-,JARDIM LINDOIA,91050040,51,33407458,-,-,-30.0019662,-51.1524153,,,,,,-30.0019662,-51.1524153,Avenida La Paz, Jardim Lindóia, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91050-190, Brasil,,,
168012,2018,43,4314902,CRECHE CIRCO DA FOLIA LTDA,43187528,AVENIDA ELIAS CIRNE LIMA,-,CASA,PARTENON,91530310,51,33394222,-,33394222,-30.0604333,-51.1577181,,,,,,-30.0604333,-51.1577181,Avenida Elias Cirne Lima, Intercap, Partenon, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91530-310, Brasil,,
168013,2018,43,4314902,CENTRO INFANTIL SER CRIANCA LTDA,43187536,RUA FELIPE DE OLIVEIRA,1309,-,PETROPOLIS,90630000,51,33315753,-,33211442,-30.0429355,-51.1981021,,,,,,-30.0429355,-51.1981021,Rua Felipe de Oliveira, Santa Cecília, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90610-240, Brasil,,,
168014,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL CARACOL LTDA,43187544,RUA ENGENHEIRO AFONSO CAVALCANTI,51,-,BELA VISTA,90440110,51,33328411,-,-,-30.0348192,-51.1904573,,,,,,-30.0348192,-51.1904573,Rua Engenheiro Afonso Cavalcante, Bela Vista, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90460-001, Brasil,,,
168015,2018,43,4314902,EMEF CHAPEU DO SOL,43187560,AV JUCA BATISTA,0,-,CHAPEU DO SOL,91786300,51,32683318,-,32683318,-30.165146,-51.162268,-30.165146,-51.162268,emef.chapeudosol@smed.prefpoa.com.br              ,http://websmed.portoalegre.rs.gov.br/escolas/chapeu/                                                ,CHAPÃU DO SOL                 ,-30.1769427,-51.1761363,Avenida Juca Batista, Chapéu do Sol, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91780-070, Brasil,,,
168016,2018,43,4314902,ALGODAO DOCE EDUCACAO INFANTIL,43187579,RUA ARTUR FABIAO CARNEIRO,10,-,PASSO DA AREIA,91340030,51,33417604,-,33417604,-30.0191422,-51.167338,,,,,,-30.0191422,-51.167338,Rua Artur Fabião Carneiro, Passo da Areia, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91360-020, Brasil,,,
168017,2018,43,4314902,LAR DA PEQUENA CRIANCA,43187587,MAE APOLINARIA MATHIAS BATISTA,259,-,PROTASIO ALVES,91450500,51,33863022,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
168018,2018,43,4314902,CENTRO INFANTIL RECANTO FELIZ-LTDA,43187595,RUA MARQUES DO POMBAL,1077,-,MOINHOS DE VENTO,90540001,51,33078748,-,33378748,-30.0200659,-51.2000401,,,,,,-30.0200659,-51.2000401,Rua Marquês do Pombal, Moinhos de Vento, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90540-008, Brasil,,,
168019,2018,43,4314902,5044 EEI CASA DO PEQUENINO,43187609,AV AZENHA,366,-,AZENHA,90160004,51,32230043,-,32231938,-30.0469886,-51.2136191,-30.0469886,-51.2136191,casapequenino@gmail.com                           ,                                                                                                    ,5044 CASA DO PEQUENINO        ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168020,2018,43,4314902,MAMAE DEIXA RECREACOES INFANTIS LTDA,43187641,RUA BORGES DO CANTO,216,-,PETROPOLIS,90630020,51,33317138,-,-,-30.0435499,-51.1873976,,,,,,-30.0435499,-51.1873976,Rua Borges do Canto, Petrópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90410-002, Brasil,,,
168021,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL CANTINHO DO PIMPOLHO,43187668,RUA NISIA FLORESTA,270,3181,RESTINGA,91790440,51,32501990,-,-,-30.1475825,-51.1428362,,,,,,-30.1475825,-51.1428362,Rua Nísia Floresta, 3ª UV, Restinga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91790-040, Brasil,,
168022,2018,43,4314902,ESCOLA REI ARTHUR,43187684,RUA LUIZ AFONSO,565,-,CIDADE BAIXA,90050310,51,32762532,-,-,-30.0417683,-51.2254677,,,,,,-30.0417683,-51.2254677,Rua Luiz Afonso, Cidade Baixa, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90050-230, Brasil,,,
168023,2018,43,4314902,CRECHE ESTRELINHA MAGICA,43187722,RUA TARCILA MORAES DUTRA,-,-,RUBEM BERTA,91170170,51,33971633,-,-,-30.0027332,-51.0938786,,,,,,-30.0027332,-51.0938786,Rua Tarcila Moraes Dutra, Parque dos Maias, Rubem Berta, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91170-570, Brasil,,
168024,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL MOLEQUE TRAVESSO,43187757,RUA GENERAL GOMES CARNEIRO,287,-,MEDIANEIRA,90870310,51,32199156,-,-,-30.0670169,-51.2106315,,,,,,-30.0670169,-51.2106315,Rua General Gomes Carneiro, Medianeira, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90870-310, Brasil,,,
168025,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL CASTELINHO DO SABER,43187773,RUA BUARQUE DE MACEDO,637,-,SAO GERALDO,90230250,51,33371054,-,-,-30.0124286,-51.1995296,,,,,,-30.0124286,-51.1995296,Rua Buarque de Macedo, São Geraldo, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90240-542, Brasil,,,
168026,2018,43,4314902,5065 IEI ARCO IRIS ENCANTADO,43187781,R GUAIBA-LOMBA DO PINHEIRO,95,-,LOMBA PINHEIRO,91560640,51,30292214,-,98179494,-30.110518699999997,-51.1120846,-30.110518699999997,-51.1120846,                                                  ,                                                                                                    ,5065 ARCO IRIS ENCANTADO      ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168027,2018,43,4314902,5091 IEI MADRE BRIGIDA POSTORINO,43187803,BC FLORES VILA TRONCO II,346,-,SANTA TEREZA,90843462,51,32666067,-,91634346,-30.0772184,-51.225752,-30.0772184,-51.225752,imaculatinaspoa@ig.com.br                         ,                                                                                                    ,5091 MADRE BRIGIDA POSTORINO  ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168028,2018,43,4314902,5075 IEI MARIA DOLABELLA PORTELA,43187811,R DONA OTILIA,927,-,SANTA TEREZA,90830580,51,31098325,32666657,32666067,-30.0815506,-51.22654729999999,-30.0815506,-51.22654729999999,imaculatinaspoa@ig.com.br                         ,                                                                                                    ,5075 MARIA DOLABELLA PORTELA  ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168029,2018,43,4314902,5016 IEI OSICOM I,43187820,R JOSEFA BARRETO,302,-,PASSO DAS PEDRAS,91230080,51,33445159,-,33475112,-30.0163844,-51.12662329999999,-30.0163844,-51.12662329999999,osicomimc@gmail.com                               ,                                                                                                    ,5016 OSICOM I                 ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168030,2018,43,4314902,5067 IEI NOSSA SENHORA DA GLORIA,43187838,TRAV A VILA NOSSA SENHORA DA GLORIA,252,-,CASCATA,91710151,51,33397463,-,-,-30.0780113,-51.1896033,-30.0780113,-51.1896033,crechecomgloria@hotmail.com                       ,                                                                                                    ,5067 NOSSA SENHORA DA GLORIA  ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168031,2018,43,4314902,5157 EEI MARISTA RENASCER,43187846,R IRMAOS MARISTAS,0,-,MARIO QUINTANA,91250254,51,33662844,-,33662844,-30.0237311,-51.097523200000005,-30.0237311,-51.097523200000005,renascer@maristas.org.br                          ,                                                                                                    ,5157 MARISTA RENASCER         ,-30.024698,-51.0979013,Rua Irmãos Maristas, Mário Quintana, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91250-330, Brasil,,,
168032,2018,43,4314902,5057 EEI CAMPO DA TUCA,43187854,RUA D,200,-,PARTENON,91510480,51,33846118,-,33220971,-30.0709027,-51.173613399999994,-30.0709027,-51.173613399999994,creche@campodatuca.org.br                         ,                                                                                                    ,5057 CAMPO DA TUCA            ,-30.0577625,-51.1872974,Rua D, Vila São Pedro, Partenon, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90650-003, Brasil,,
168033,2018,43,4314902,5028 EEI SAO VICENTE DE PAULO,43187862,R PEDRO RAUPP,160,VILA PLANALTO,JAR ITU SABARA,91225080,51,30721754,-,30721754,-30.022846100000002,-51.1331812,-30.022846100000002,-51.1331812,escola_svp@yahoo.com.br                           ,                                                                                                    ,5028 CASA CRIANÃA SÃO VICENTE ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168034,2018,43,4314902,5204 EEI CRECHE ELSINHA,43187870,R MARCIANO RIBEIRO,83,-,MEDIANEIRA,90870360,51,32237979,-,91894338,-30.0681939,-51.20677070000001,-30.0681939,-51.20677070000001,crecheelsinha@hotmail.com                         ,                                                                                                    ,5204 ELSINHA                  ,Não encontrado,Não encontrado,,,,,,,,,,,,,
